loan_status,loan_amnt,term,int_rate,installment,annual_inc,home_ownership,verification_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,application_type,tot_hi_cred_lim,avg_cur_bal,bc_open_to_buy,delinq_amnt,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_op_rev_tl,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies
Fully Paid,14500.0, 60 months,22.66,405.93,38299.8,MORTGAGE,Verified,credit_card,MI,6.31,0,735.0,8,1,3738.31,27,w,Individual,116436.32,13634.6,854.34,0,181.2,20.5,2.5,2,15.8,1,2,5,7,5,98.0,65.2,1
Fully Paid,39500.0, 36 months,16.8,1404.35,72083.12,MORTGAGE,Not Verified,debt_consolidation,MO,22.83,3,720.0,22,1,6749.63,35,w,Individual,578028.65,73327.33,2512.43,0,254.2,8.5,10.6,4,8.5,1,4,3,7,7,72.4,34.0,2
Fully Paid,34000.0, 36 months,21.35,1287.07,358922.58,OWN,Verified,debt_consolidation,SC,32.66,0,695.0,8,0,14513.88,25,w,Individual,98628.9,8656.98,1531.33,0,213.7,14.5,10.3,0,10.3,4,8,4,6,10,97.0,42.5,0
Fully Paid,28500.0, 36 months,20.81,1070.96,28204.34,RENT,Source Verified,debt_consolidation,NV,20.39,0,740.0,8,1,10637.11,25,w,Individual,33266.42,882.13,2589.68,0,250.0,13.1,2.9,0,15.4,4,10,5,8,11,99.3,23.5,1
Fully Paid,29000.0, 36 months,20.64,1087.22,64770.36,MORTGAGE,Source Verified,debt_consolidation,PA,22.49,0,680.0,12,0,32755.63,17,w,Individual,243593.25,37864.95,256.97,0,159.1,35.5,13.1,5,22.6,6,9,7,13,12,95.4,32.4,0
Charged Off,11929.870963065896, 60 months,30.99,393.26,88355.56,RENT,Not Verified,debt_consolidation,MO,27.55,0,685.0,15,0,5530.2,32,w,Individual,188802.12,24632.45,9322.11,0,205.6,9.6,5.9,1,13.7,3,7,4,9,7,99.8,57.8,0
Charged Off,12638.91379148945, 60 months,30.81,415.22,46423.52,MORTGAGE,Not Verified,debt_consolidation,CT,18.35,0,675.0,12,0,14415.61,26,f,Individual,204028.23,31003.71,1944.71,0,149.2,19.4,9.2,2,23.8,2,5,4,6,8,97.1,47.0,0
Fully Paid,28500.0, 36 months,18.59,1038.8,59319.15,RENT,Source Verified,medical,KY,20.34,0,750.0,17,1,18651.54,28,w,Individual,88236.93,7838.96,1603.59,0,232.4,39.7,3.1,1,7.0,8,14,12,14,17,96.4,5.8,0
Fully Paid,17500.0, 36 months,25.67,702.01,53893.12,MORTGAGE,Not Verified,credit_card,KS,19.86,2,665.0,9,0,8601.54,25,f,Individual,44750.95,4462.02,1675.95,200,213.2,6.3,0.1,3,8.8,6,7,9,11,8,81.0,25.3,0
Fully Paid,26500.0, 36 months,21.4,1003.84,36624.78,MORTGAGE,Source Verified,debt_consolidation,AK,11.88,0,725.0,10,0,44274.58,26,w,Individual,49115.39,6113.85,16294.02,0,178.8,7.3,13.9,0,50.2,6,10,8,10,12,97.9,31.5,0
Fully Paid,26000.0, 36 months,20.2,968.9,65520.41,RENT,Not Verified,debt_consolidation,WV,0.0,0,720.0,5,0,2682.16,19,w,Individual,40300.31,2023.03,8545.37,0,127.1,7.2,8.7,0,41.6,2,6,3,8,7,96.8,61.8,0
Fully Paid,38500.0, 36 months,26.65,1564.55,142474.15,MORTGAGE,Not Verified,debt_consolidation,AL,8.29,0,665.0,13,0,15958.27,24,w,Individual,94299.04,8884.86,2648.96,0,85.6,7.0,6.3,2,2.0,2,3,3,5,4,99.8,75.0,0
Fully Paid,27000.0, 36 months,18.7,985.62,31994.2,MORTGAGE,Verified,credit_card,MD,9.19,0,700.0,17,0,43550.57,32,f,Individual,38272.56,2483.69,2276.44,0,166.1,21.0,4.2,2,4.0,4,6,6,7,6,99.5,13.5,0
Charged Off,40000.0, 60 months,29.13,1272.84,64431.21,OWN,Verified,debt_consolidation,AK,26.76,0,685.0,14,0,39290.94,29,w,Individual,85822.52,14124.4,2277.4,0,249.9,21.8,4.3,0,23.8,4,6,8,13,11,95.0,94.9,0
Charged Off,14865.46056172927, 60 months,30.99,490.03,109244.94,OWN,Not Verified,debt_consolidation,MI,9.93,0,660.0,9,0,17949.59,23,w,Individual,353462.03,87299.42,0.0,0,139.2,31.4,10.2,2,3.6,7,11,7,9,13,97.0,49.2,0
Fully Paid,24000.0, 36 months,22.51,922.92,72155.25,MORTGAGE,Source Verified,credit_card,MA,33.1,0,705.0,7,0,15854.33,18,w,Individual,48794.19,3396.76,1193.08,0,198.0,8.2,0.2,1,2.8,5,7,5,9,10,99.9,62.6,0
Fully Paid,3500.0, 36 months,17.99,126.52,55614.57,MORTGAGE,Verified,debt_consolidation,WA,31.05,0,745.0,12,3,43755.05,32,w,Individual,35693.35,4257.32,52959.07,0,144.9,11.4,1.2,3,5.0,4,4,7,10,4,99.7,32.4,1
Fully Paid,7000.0, 36 months,18.71,255.57,113359.31,RENT,Not Verified,home_improvement,CT,26.14,0,720.0,12,0,3147.02,20,w,Individual,34274.15,5217.69,2779.97,0,165.0,16.1,5.9,0,2.2,6,7,7,7,7,95.7,28.3,0
Fully Paid,27000.0, 36 months,22.33,1035.76,40734.01,MORTGAGE,Source Verified,debt_consolidation,WI,12.86,0,705.0,8,0,9219.83,28,w,Individual,53579.78,4065.86,836.38,0,186.5,4.0,0.8,0,10.4,0,3,1,4,7,95.8,36.3,0
Fully Paid,38500.0, 36 months,20.85,1447.53,96204.82,MORTGAGE,Verified,debt_consolidation,CA,0.0,0,745.0,7,0,22851.59,12,w,Individual,229736.38,27813.41,613.4,0,281.6,1.9,5.7,4,3.4,3,6,3,7,7,98.6,41.4,0
Fully Paid,3000.0, 36 months,22.92,116.0,65627.55,OWN,Not Verified,major_purchase,HI,24.27,0,695.0,11,0,7528.68,28,w,Individual,148858.38,23959.7,309.14,0,86.9,19.8,14.3,0,11.4,2,5,2,6,8,96.4,65.5,0
Charged Off,18647.576827802353, 60 months,26.14,559.86,56427.82,RENT,Source Verified,vacation,RI,16.14,1,725.0,11,0,5710.24,21,w,Individual,279852.59,60613.8,2631.15,0,177.8,18.7,3.1,0,4.4,6,7,9,11,10,84.4,77.4,0
Charged Off,17202.768652905168, 36 months,25.61,689.54,161094.47,RENT,Not Verified,debt_consolidation,MI,29.19,0,700.0,5,0,33931.23,19,w,Joint App,38427.14,3533.35,2481.59,0,192.1,14.6,9.5,3,18.6,4,5,5,8,8,96.1,35.5,0
Fully Paid,38500.0, 36 months,27.88,1590.0,155052.89,MORTGAGE,Not Verified,debt_consolidation,NC,22.31,0,670.0,10,1,7941.86,22,w,Individual,50063.3,1872.34,3409.11,0,168.0,4.2,0.1,0,29.1,4,6,5,6,6,97.5,28.7,1
Fully Paid,27000.0, 36 months,21.29,1021.25,191567.93,MORTGAGE,Source Verified,debt_consolidation,NC,13.46,0,705.0,10,0,53459.52,29,f,Individual,35699.03,2517.52,2637.75,0,152.1,10.2,3.8,5,3.6,0,2,5,9,4,98.0,30.3,0
Charged Off,14529.179807011042, 36 months,24.18,571.4,31835.21,RENT,Verified,educational,IL,12.13,0,690.0,10,0,9060.09,24,w,Individual,62045.92,15271.34,29601.91,0,224.4,6.6,1.7,0,28.4,0,3,1,2,6,96.1,41.0,0
Charged Off,13215.551286074375, 60 months,29.76,425.62,27885.62,RENT,Source Verified,credit_card,ID,24.09,0,700.0,13,2,14555.36,22,w,Individual,239164.25,29709.44,0.0,0,183.9,10.9,2.5,0,10.4,10,14,10,15,18,97.9,48.5,1
Charged Off,40000.0, 36 months,26.93,1631.51,73378.25,RENT,Verified,debt_consolidation,AR,9.16,0,660.0,5,0,21179.3,18,w,Individual,58806.37,3300.42,505.04,0,208.7,14.3,2.9,2,12.9,5,8,7,8,10,95.8,87.7,0
Fully Paid,13500.0, 36 months,20.01,501.78,90274.93,MORTGAGE,Verified,credit_card,NE,19.59,0,715.0,12,0,9277.07,30,f,Individual,55006.46,13332.63,8733.91,0,214.4,7.7,6.8,4,36.1,3,10,6,7,14,99.5,33.8,0
Fully Paid,12500.0, 36 months,18.17,452.97,20237.67,RENT,Verified,debt_consolidation,WV,21.2,0,720.0,7,1,3427.23,18,w,Individual,57333.46,5821.03,877.41,0,137.5,11.6,3.3,0,13.3,3,6,4,10,9,99.4,49.4,0
Fully Paid,6000.0, 36 months,22.38,230.32,91077.04,MORTGAGE,Not Verified,credit_card,MN,11.59,0,680.0,10,1,21202.12,29,f,Individual,266920.55,38370.49,5677.06,0,129.2,11.9,2.9,2,13.0,9,10,12,15,12,95.6,44.4,1
Fully Paid,5500.0, 36 months,20.78,206.59,276717.69,RENT,Not Verified,debt_consolidation,PA,4.42,0,740.0,7,0,24428.44,29,w,Individual,13416.38,1700.27,6018.11,0,251.3,5.2,2.4,0,5.0,2,3,3,3,5,99.2,68.3,0
Fully Paid,28500.0, 36 months,23.82,1115.44,250968.99,OWN,Verified,house,ME,31.04,0,670.0,11,0,3900.79,29,w,Individual,180448.54,20314.15,10844.98,0,185.4,10.9,2.6,0,8.4,3,3,5,8,3,96.2,61.0,0
Fully Paid,40000.0, 36 months,23.46,1558.0,46406.57,RENT,Verified,debt_consolidation,TN,12.65,0,690.0,9,0,11628.71,24,w,Individual,66712.77,5007.24,1844.26,0,320.2,24.3,1.7,0,21.4,2,3,3,4,4,98.0,3.2,0
Fully Paid,5500.0, 36 months,22.58,211.7,116095.61,RENT,Source Verified,credit_card,OH,15.44,0,695.0,13,0,3476.98,22,f,Individual,57437.07,10500.98,13300.92,0,217.1,12.3,11.8,0,21.3,3,7,6,8,8,95.1,42.8,0
Charged Off,40000.0, 60 months,30.34,1302.5,30397.96,RENT,Source Verified,debt_consolidation,NY,31.78,0,685.0,9,0,3948.71,23,w,Individual,106754.95,12962.38,6109.93,0,90.0,3.1,6.4,0,11.5,6,7,8,11,10,96.4,66.8,0
Fully Paid,30000.0, 36 months,16.57,1063.17,68711.07,MORTGAGE,Not Verified,home_improvement,NJ,12.37,0,735.0,11,0,2387.27,21,w,Joint App,102805.88,21853.76,4800.82,0,240.5,26.8,9.0,6,8.7,3,6,4,6,7,97.9,53.4,0
Fully Paid,31500.0, 36 months,22.62,1213.13,42909.52,RENT,Source Verified,house,AZ,10.73,0,695.0,7,0,15162.8,25,f,Individual,248806.57,33455.17,6763.41,0,158.0,18.8,9.3,0,17.3,7,11,7,10,12,97.8,40.3,0
Fully Paid,19000.0, 60 months,20.0,503.38,34205.43,MORTGAGE,Verified,home_improvement,NH,34.29,0,740.0,9,0,8806.01,25,w,Individual,127935.0,14402.65,5384.25,0,105.3,21.8,3.0,3,34.3,4,7,6,8,8,99.1,13.5,0
Fully Paid,29500.0, 36 months,20.12,1098.13,129850.55,RENT,Source Verified,credit_card,AZ,10.97,0,710.0,8,0,8632.57,25,f,Individual,99939.85,16579.76,8481.06,0,122.7,26.7,6.5,2,24.4,4,7,4,7,12,98.8,47.8,0
Fully Paid,5500.0, 36 months,21.73,209.28,88099.41,MORTGAGE,Source Verified,debt_consolidation,WI,27.54,0,690.0,11,0,14607.13,23,f,Individual,13934.57,1137.66,2673.56,0,113.0,22.5,19.0,3,8.1,4,4,6,9,4,96.7,40.2,0
Fully Paid,33000.0, 36 months,21.36,1249.39,97603.87,MORTGAGE,Source Verified,debt_consolidation,TX,18.5,1,705.0,11,0,17268.13,28,w,Individual,143401.13,26962.97,4739.05,0,261.7,17.4,1.5,1,2.8,1,6,4,6,6,78.7,31.0,0
Charged Off,40000.0, 60 months,30.99,1318.56,81754.19,MORTGAGE,Source Verified,small_business,CO,23.62,0,660.0,14,0,7688.26,33,f,Individual,178681.88,36227.66,18871.14,0,188.8,8.8,4.3,2,26.4,6,8,6,8,8,96.1,73.0,0
Fully Paid,9000.0, 60 months,26.35,271.33,83134.36,RENT,Verified,debt_consolidation,LA,12.89,0,695.0,15,0,18540.55,31,w,Individual,236286.9,38414.59,3094.65,0,140.6,11.1,4.8,0,44.3,7,10,9,11,12,99.4,48.0,0
Charged Off,4884.776417753912, 60 months,28.08,152.33,27599.24,RENT,Verified,debt_consolidation,GA,20.8,0,695.0,16,0,54725.56,35,w,Individual,35040.54,5887.21,21672.84,0,227.7,2.9,3.3,0,35.7,3,7,5,8,8,97.9,85.1,0
Charged Off,39839.263668123014, 36 months,27.72,1641.87,62115.72,OWN,Verified,debt_consolidation,IL,37.69,0,660.0,11,0,7110.14,33,w,Individual,57141.33,4966.44,129.67,0,200.7,24.5,12.1,0,6.5,1,2,2,6,3,99.0,69.1,0
Fully Paid,38500.0, 60 months,22.44,1072.98,63473.98,MORTGAGE,Verified,credit_card,ME,24.47,0,715.0,13,1,6292.74,25,w,Individual,51328.53,2540.38,2661.21,0,96.5,24.1,7.0,2,18.2,4,10,5,7,12,98.9,34.2,0
Charged Off,30675.107441230804, 60 months,30.99,1011.18,47838.59,OWN,Verified,debt_consolidation,NC,10.92,0,660.0,11,0,18679.01,26,w,Individual,99958.61,10912.29,14981.54,0,134.4,24.0,2.6,1,9.2,3,4,3,5,6,96.6,63.3,0
Charged Off,38592.15659323758, 60 months,27.86,1198.34,29337.77,RENT,Verified,debt_consolidation,WI,14.07,0,680.0,12,0,47898.55,30,w,Individual,69564.16,4764.25,3872.45,0,177.2,27.3,2.6,0,4.5,3,4,3,6,7,96.5,75.6,0
Fully Paid,29000.0, 60 months,21.73,796.5,27473.21,MORTGAGE,Verified,debt_consolidation,WA,20.46,0,715.0,15,0,15037.14,36,w,Individual,258291.48,39355.15,2952.11,0,232.7,22.9,8.1,0,15.0,3,5,3,3,7,99.7,6.3,0
Fully Paid,32500.0, 36 months,16.7,1153.87,50579.27,RENT,Source Verified,debt_consolidation,KS,22.63,0,745.0,12,0,26523.03,23,w,Individual,106766.96,16770.73,17788.35,0,118.3,9.8,1.6,0,8.0,2,3,2,5,6,98.3,46.5,0
Fully Paid,30500.0, 60 months,28.29,954.99,104243.39,MORTGAGE,Not Verified,credit_card,HI,23.72,1,705.0,12,0,15451.08,25,w,Individual,90117.25,7526.18,8974.3,0,135.5,2.9,9.2,0,6.3,6,9,8,9,9,91.4,40.1,0
Fully Paid,6500.0, 60 months,22.79,182.45,69904.68,MORTGAGE,Source Verified,debt_consolidation,MT,16.55,0,710.0,11,0,48131.82,35,w,Individual,350264.02,46904.76,3344.02,0,131.9,6.0,3.7,2,9.2,1,5,1,6,5,96.3,33.1,0
Fully Paid,23500.0, 36 months,21.52,891.65,233062.37,MORTGAGE,Not Verified,debt_consolidation,GA,9.98,0,690.0,11,0,88837.32,25,w,Individual,74826.94,7148.1,5677.29,0,169.0,23.7,7.3,0,34.4,3,4,5,6,6,97.6,25.0,0
Fully Paid,6500.0, 36 months,23.81,254.37,70081.17,MORTGAGE,Source Verified,debt_consolidation,KS,10.32,3,690.0,10,2,934.74,22,w,Individual,92486.24,13395.44,2807.27,500,263.6,19.7,9.3,1,60.7,4,7,5,9,10,74.5,55.2,0
Fully Paid,32500.0, 36 months,20.79,1220.94,83008.06,MORTGAGE,Verified,home_improvement,MA,0.0,0,700.0,7,0,26190.49,23,w,Individual,97429.79,17373.13,2442.14,0,189.5,3.3,6.7,1,5.7,4,7,4,6,9,96.3,76.4,0
Charged Off,15505.155004067161, 60 months,30.99,511.11,54764.83,RENT,Source Verified,debt_consolidation,AR,36.39,0,660.0,10,0,16301.34,23,w,Individual,73057.18,15712.49,5290.65,0,151.0,5.6,3.6,0,16.2,4,7,4,7,8,95.4,45.9,0
Fully Paid,18500.0, 36 months,23.49,720.86,36654.06,RENT,Source Verified,educational,WI,0.0,0,725.0,9,0,3841.29,22,w,Individual,97375.85,18003.35,5018.31,0,113.8,6.0,0.8,0,13.5,7,9,8,11,11,99.2,46.6,0
Fully Paid,4000.0, 36 months,20.5,149.68,72117.38,MORTGAGE,Not Verified,credit_card,GA,15.15,0,720.0,15,0,12604.48,35,w,Individual,14239.48,2253.39,7680.65,0,143.6,15.9,9.4,5,22.2,2,6,4,6,8,96.0,16.9,0
Fully Paid,5500.0, 36 months,21.16,207.66,36518.6,MORTGAGE,Verified,credit_card,MT,2.14,0,700.0,8,0,21933.44,22,f,Individual,33585.37,6107.04,47234.86,0,183.4,13.2,1.6,3,9.8,4,6,5,11,9,98.0,32.4,0
Fully Paid,14000.0, 60 months,26.84,426.16,69946.27,RENT,Verified,major_purchase,NV,12.23,0,690.0,12,0,12090.89,35,w,Individual,35007.88,5176.75,34244.95,0,203.7,17.7,16.9,0,10.8,6,9,6,9,11,97.2,19.2,0
Fully Paid,39500.0, 36 months,18.39,1435.76,23296.12,RENT,Source Verified,debt_consolidation,MN,22.1,0,765.0,12,0,3686.02,26,f,Individual,275179.86,48523.05,3370.69,0,183.8,15.8,2.0,1,29.9,1,7,4,5,10,97.8,70.5,0
Fully Paid,29500.0, 36 months,20.53,1104.31,69901.97,MORTGAGE,Not Verified,credit_card,HI,0.0,0,725.0,6,0,16459.34,24,w,Individual,31819.61,325.6,7951.73,0,215.1,18.0,19.7,2,9.7,3,5,4,7,11,97.6,38.6,0
Fully Paid,37000.0, 36 months,20.22,1379.2,80517.6,MORTGAGE,Not Verified,debt_consolidation,AR,20.2,0,715.0,12,1,20170.3,24,w,Individual,55774.34,3066.11,2178.54,0,130.8,10.7,5.5,5,28.0,3,5,3,6,6,95.2,51.8,1
Fully Paid,7500.0, 36 months,22.24,287.36,84379.31,MORTGAGE,Source Verified,debt_consolidation,HI,24.61,0,710.0,10,3,7210.32,24,w,Joint App,46236.78,10654.35,9357.4,0,243.7,11.2,16.9,7,21.1,4,7,5,9,9,97.1,27.3,0
Fully Paid,15000.0, 36 months,19.76,555.62,28783.24,MORTGAGE,Verified,credit_card,TX,13.65,0,720.0,13,0,22430.97,26,w,Individual,71577.0,15163.41,12807.31,0,140.3,24.9,3.0,2,13.6,2,7,3,5,8,96.5,20.3,0
Fully Paid,3500.0, 36 months,21.25,132.31,99954.17,RENT,Not Verified,debt_consolidation,WY,40.48,0,725.0,10,0,12538.98,21,w,Individual,179936.27,44727.5,3064.36,0,214.2,21.3,4.7,0,5.0,3,8,4,9,10,98.7,14.8,0
Fully Paid,15500.0, 36 months,15.58,541.73,112236.3,MORTGAGE,Source Verified,debt_consolidation,NY,0.0,0,735.0,14,0,5492.34,29,w,Individual,51765.24,5267.19,2123.1,0,175.7,6.2,11.6,5,23.4,2,2,2,4,4,97.4,32.1,0
Fully Paid,10000.0, 36 months,22.09,382.37,39229.78,OWN,Not Verified,debt_consolidation,MO,2.64,0,670.0,15,0,13804.72,27,w,Individual,14566.45,1022.24,15474.16,0,194.3,5.5,2.1,0,6.4,2,4,2,7,4,99.5,31.1,0
Fully Paid,21500.0, 36 months,23.33,835.96,138758.0,RENT,Verified,debt_consolidation,MA,14.62,0,690.0,15,0,1861.73,28,w,Joint App,76787.75,12640.32,5055.73,0,164.8,3.5,12.0,0,21.4,5,7,5,8,9,95.5,24.1,0
Fully Paid,36500.0, 60 months,20.71,981.5,82673.22,MORTGAGE,Not Verified,debt_consolidation,TN,14.8,1,735.0,8,0,13350.95,19,w,Individual,79322.54,13144.1,10547.21,0,224.2,27.9,2.1,4,52.0,3,6,4,5,8,84.5,63.0,0
Fully Paid,1000.0, 36 months,19.48,36.9,70323.33,OWN,Not Verified,debt_consolidation,MD,18.17,0,725.0,10,0,49765.63,23,f,Individual,14732.61,4195.62,547.63,0,261.6,24.5,0.3,0,23.4,3,8,3,4,10,97.2,13.7,0
Fully Paid,29000.0, 60 months,25.67,862.62,105779.33,MORTGAGE,Not Verified,debt_consolidation,OK,25.09,0,700.0,10,0,1711.19,27,w,Joint App,67996.11,8155.28,1317.28,0,165.8,16.8,13.6,3,12.1,1,3,3,9,6,97.2,74.4,0
Charged Off,6297.97713446003, 60 months,30.99,207.61,155429.49,MORTGAGE,Verified,debt_consolidation,TN,11.82,0,660.0,11,0,6499.52,33,f,Individual,19945.94,3168.14,1820.71,0,168.8,1.8,2.8,2,22.9,4,11,5,7,13,96.7,26.1,0
Charged Off,30500.9392815802, 60 months,29.82,983.44,49438.62,RENT,Not Verified,other,MN,10.96,0,680.0,8,0,1526.51,22,f,Individual,117049.69,13088.68,0.0,0,132.0,19.0,6.9,1,10.9,2,2,3,5,4,99.3,75.9,0
Fully Paid,33500.0, 36 months,24.46,1322.41,53045.29,RENT,Not Verified,debt_consolidation,NV,11.3,0,700.0,8,0,4940.3,26,f,Individual,46418.03,2385.21,5451.7,0,152.5,11.8,3.3,0,47.0,6,12,7,9,14,99.6,25.5,0
Charged Off,33427.17902743596, 60 months,27.24,1025.51,209486.88,MORTGAGE,Verified,debt_consolidation,HI,31.26,0,740.0,12,0,39141.51,31,w,Individual,49789.38,4021.45,2116.27,0,203.3,4.9,3.6,1,19.5,5,9,6,9,11,95.0,18.9,0
Charged Off,18924.998392197787, 36 months,30.73,810.98,48417.05,RENT,Not Verified,small_business,MT,29.38,0,660.0,18,0,4074.3,31,f,Individual,393442.62,55692.71,6240.82,0,187.6,2.6,1.9,1,16.2,1,2,2,6,7,97.9,44.9,0
Charged Off,28453.76643226648, 36 months,30.99,1223.39,68756.36,RENT,Source Verified,debt_consolidation,TN,21.91,0,660.0,13,0,3294.89,20,w,Individual,41705.05,4013.81,5219.18,0,230.6,4.9,2.4,0,21.3,5,10,5,7,12,99.8,95.7,0
Fully Paid,4000.0, 36 months,19.22,147.07,65337.94,MORTGAGE,Verified,debt_consolidation,MI,12.88,0,735.0,9,0,12879.19,22,f,Individual,51580.61,12517.15,11189.2,0,133.7,2.1,4.5,3,8.9,2,3,3,6,4,98.7,11.4,0
Fully Paid,36000.0, 36 months,19.74,1333.12,25729.99,MORTGAGE,Verified,credit_card,LA,15.9,0,705.0,13,0,22214.03,29,f,Individual,38807.91,640.03,2550.32,0,199.2,9.4,8.0,6,9.7,4,6,7,10,9,95.3,55.2,0
Fully Paid,23000.0, 36 months,22.92,889.36,59880.7,RENT,Not Verified,credit_card,IL,20.28,0,665.0,12,0,11487.51,25,w,Individual,61399.8,5456.22,2357.26,0,214.0,12.5,1.4,0,21.5,4,4,4,6,4,97.6,42.1,0
Fully Paid,26000.0, 60 months,19.12,676.17,150582.23,MORTGAGE,Verified,debt_consolidation,UT,18.04,0,745.0,5,0,7671.63,21,f,Individual,32351.53,1608.94,1781.82,0,127.8,11.0,11.4,4,9.9,4,5,4,5,5,99.3,17.4,0
Fully Paid,14500.0, 36 months,20.83,545.02,43201.04,MORTGAGE,Verified,other,ID,5.23,0,690.0,9,0,18444.99,25,w,Individual,60224.71,8755.54,1789.25,0,125.9,2.2,2.3,0,17.9,3,5,6,11,6,98.8,28.7,0
Fully Paid,2500.0, 36 months,21.85,95.28,172282.78,MORTGAGE,Verified,debt_consolidation,CT,4.64,0,715.0,11,0,4099.03,23,f,Individual,22741.39,6264.93,1981.16,0,120.9,1.3,4.6,3,16.5,3,6,3,7,8,96.5,68.3,0
Fully Paid,5500.0, 36 months,19.2,202.16,120134.62,MORTGAGE,Verified,debt_consolidation,CA,15.0,0,725.0,12,0,4691.56,23,f,Individual,112813.39,28021.53,1542.58,0,161.8,6.4,5.3,2,5.7,3,8,3,5,10,96.2,20.4,0
Fully Paid,29000.0, 36 months,25.03,1153.5,38071.53,MORTGAGE,Not Verified,debt_consolidation,OR,23.36,0,690.0,7,0,9387.51,23,w,Individual,51030.6,3528.44,19823.89,0,152.1,20.1,3.4,1,45.3,2,5,2,3,8,98.7,9.4,0
Fully Paid,17000.0, 36 months,24.24,669.1,33427.43,MORTGAGE,Source Verified,other,WI,8.18,0,665.0,7,0,26433.81,15,w,Individual,46584.11,8650.56,9566.93,0,128.7,2.4,14.9,3,28.7,2,5,3,4,6,99.1,38.3,0
Charged Off,1000.0, 60 months,30.99,32.96,24320.46,RENT,Verified,medical,OR,25.96,0,665.0,14,0,7085.14,24,w,Individual,31930.89,10159.88,2494.29,0,207.2,5.9,22.2,0,25.8,4,8,4,6,11,96.4,55.3,0
Fully Paid,9500.0, 36 months,22.19,363.74,56070.53,MORTGAGE,Not Verified,credit_card,IA,2.0,0,695.0,15,0,4793.34,39,w,Individual,428854.73,104586.02,4376.51,0,174.6,21.4,1.9,1,6.4,4,5,6,10,8,96.7,61.1,0
Charged Off,21939.86378356976, 60 months,30.99,723.23,26682.43,MORTGAGE,Verified,small_business,PA,23.1,0,660.0,6,0,6405.81,15,f,Individual,204676.06,54855.6,8677.23,0,142.9,16.6,2.8,5,27.4,2,6,2,3,9,98.6,89.3,0
Fully Paid,14000.0, 36 months,20.96,527.16,161599.99,RENT,Verified,home_improvement,UT,10.56,0,705.0,9,0,8084.68,19,w,Individual,54965.55,10804.56,11208.65,0,188.9,35.3,2.9,0,3.6,1,2,1,3,4,96.0,6.6,0
Fully Paid,32500.0, 36 months,18.92,1190.01,33883.65,MORTGAGE,Source Verified,debt_consolidation,ND,0.0,3,730.0,8,0,14089.46,18,f,Individual,37670.07,682.43,19728.85,0,195.0,11.5,1.8,2,8.0,4,6,4,7,8,81.5,44.4,0
Fully Paid,6000.0, 36 months,18.15,217.37,40961.55,RENT,Source Verified,debt_consolidation,NC,12.56,1,735.0,12,0,7382.62,23,f,Individual,32895.03,6350.83,2816.74,0,150.5,6.3,1.4,0,7.7,3,5,4,7,7,85.2,24.8,0
Fully Paid,12500.0, 36 months,18.44,454.67,196271.02,MORTGAGE,Verified,debt_consolidation,KS,6.46,0,745.0,17,2,8854.29,27,w,Individual,57014.93,13176.52,6156.16,0,279.3,10.7,5.3,4,10.2,2,3,4,6,4,97.8,22.9,1
Fully Paid,10000.0, 36 months,15.34,348.32,61621.66,RENT,Source Verified,debt_consolidation,NH,14.85,0,745.0,8,0,33976.8,19,w,Individual,73665.93,13987.31,5026.6,0,186.8,18.4,3.2,1,4.7,4,7,5,6,11,97.6,37.5,0
Fully Paid,33000.0, 36 months,23.6,1287.76,96177.86,MORTGAGE,Source Verified,debt_consolidation,TN,20.71,0,675.0,15,0,7820.57,25,f,Individual,112828.31,11151.04,4267.39,0,158.2,5.7,1.5,4,22.9,4,8,7,9,10,97.5,43.0,0
Fully Paid,31000.0, 60 months,26.61,939.38,98906.95,RENT,Source Verified,credit_card,AL,21.08,0,690.0,18,0,28263.77,37,w,Joint App,50160.95,5846.61,4062.91,0,183.4,9.2,0.8,1,25.6,3,6,3,4,11,97.2,16.6,0
Fully Paid,12500.0, 36 months,17.64,449.65,28413.45,RENT,Not Verified,debt_consolidation,WI,0.39,1,735.0,11,0,41463.71,26,f,Individual,13990.43,209.28,1166.78,0,166.3,7.4,13.7,2,16.3,2,5,5,8,5,89.3,49.5,0
Fully Paid,10000.0, 60 months,25.65,297.34,123229.78,MORTGAGE,Not Verified,debt_consolidation,AK,22.09,1,705.0,10,0,5102.46,22,f,Individual,22058.74,1508.36,15131.84,0,160.7,21.3,0.2,2,11.3,6,7,7,10,9,71.0,52.8,0
Fully Paid,16500.0, 36 months,19.87,612.11,108948.73,MORTGAGE,Verified,debt_consolidation,CT,20.71,0,705.0,16,0,9826.28,29,w,Individual,49889.06,8570.69,3763.01,0,183.1,21.6,1.7,4,26.6,2,3,2,5,4,96.2,42.2,0
Fully Paid,27500.0, 36 months,23.59,1072.99,111762.5,RENT,Not Verified,other,ND,13.6,0,695.0,10,0,3146.21,18,w,Individual,36788.12,2228.83,758.73,0,110.9,7.1,3.8,0,6.8,2,3,4,5,6,97.1,22.2,0
